년월별,연도,월,연월,지역,광역지자체,광역지자체코드,시군구,인원
Mar-23,2023,03,202303,강원도 강릉시,강원도,1,강릉시,691
Mar-23,2023,03,202303,강원도 고성군,강원도,1,고성군,20
Mar-23,2023,03,202303,강원도 동해시,강원도,1,동해시,268
Mar-23,2023,03,202303,강원도 삼척시,강원도,1,삼척시,76
Mar-23,2023,03,202303,강원도 속초시,강원도,1,속초시,205
Mar-23,2023,03,202303,강원도 양구군,강원도,1,양구군,37
Mar-23,2023,03,202303,강원도 양양군,강원도,1,양양군,60
Mar-23,2023,03,202303,강원도 영월군,강원도,1,영월군,79
Mar-23,2023,03,202303,강원도 원주시,강원도,1,원주시,1141
Mar-23,2023,03,202303,강원도 인제군,강원도,1,인제군,60
Mar-23,2023,03,202303,강원도 정선군,강원도,1,정선군,34
Mar-23,2023,03,202303,강원도 철원군,강원도,1,철원군,122
Mar-23,2023,03,202303,강원도 춘천시,강원도,1,춘천시,1145
Mar-23,2023,03,202303,강원도 태백시,강원도,1,태백시,90
Mar-23,2023,03,202303,강원도 평창군,강원도,1,평창군,15
Mar-23,2023,03,202303,강원도 홍천군,강원도,1,홍천군,147
Mar-23,2023,03,202303,강원도 화천군,강원도,1,화천군,25
Mar-23,2023,03,202303,강원도 횡성군,강원도,1,횡성군,100
Mar-23,2023,03,202303,경기도 가평군,경기도,2,가평군,53
Mar-23,2023,03,202303,경기도 고양시,경기도,2,고양시,2481
Mar-23,2023,03,202303,경기도 과천시,경기도,2,과천시,26
Mar-23,2023,03,202303,경기도 광명시,경기도,2,광명시,1449
Mar-23,2023,03,202303,경기도 광주시,경기도,2,광주시,170
Mar-23,2023,03,202303,경기도 구리시,경기도,2,구리시,282
Mar-23,2023,03,202303,경기도 군포시,경기도,2,군포시,488
Mar-23,2023,03,202303,경기도 김포시,경기도,2,김포시,595
Mar-23,2023,03,202303,경기도 남양주시,경기도,2,남양주시,403
Mar-23,2023,03,202303,경기도 동두천시,경기도,2,동두천시,247
Mar-23,2023,03,202303,경기도 부천시,경기도,2,부천시,430
Mar-23,2023,03,202303,경기도 성남시,경기도,2,성남시,591
Mar-23,2023,03,202303,경기도 수원시,경기도,2,수원시,1884
Mar-23,2023,03,202303,경기도 시흥시,경기도,2,시흥시,412
Mar-23,2023,03,202303,경기도 안산시,경기도,2,안산시,448
Mar-23,2023,03,202303,경기도 안성시,경기도,2,안성시,199
Mar-23,2023,03,202303,경기도 안양시,경기도,2,안양시,769
Mar-23,2023,03,202303,경기도 양주시,경기도,2,양주시,179
Mar-23,2023,03,202303,경기도 양평군,경기도,2,양평군,153
Mar-23,2023,03,202303,경기도 여주시,경기도,2,여주시,170
Mar-23,2023,03,202303,경기도 연천군,경기도,2,연천군,83
Mar-23,2023,03,202303,경기도 오산시,경기도,2,오산시,173
Mar-23,2023,03,202303,경기도 용인시,경기도,2,용인시,464
Mar-23,2023,03,202303,경기도 의왕시,경기도,2,의왕시,111
Mar-23,2023,03,202303,경기도 의정부시,경기도,2,의정부시,765
Mar-23,2023,03,202303,경기도 이천시,경기도,2,이천시,120
Mar-23,2023,03,202303,경기도 파주시,경기도,2,파주시,338
Mar-23,2023,03,202303,경기도 평택시,경기도,2,평택시,678
Mar-23,2023,03,202303,경기도 포천시,경기도,2,포천시,168
Mar-23,2023,03,202303,경기도 하남시,경기도,2,하남시,235
Mar-23,2023,03,202303,경기도 화성시,경기도,2,화성시,252
Mar-23,2023,03,202303,경남 거제시,경남,3,거제시,195
Mar-23,2023,03,202303,경남 거창군,경남,3,거창군,100
Mar-23,2023,03,202303,경남 고성군,경남,3,고성군,101
Mar-23,2023,03,202303,경남 김해시,경남,3,김해시,674
Mar-23,2023,03,202303,경남 남해군,경남,3,남해군,58
Mar-23,2023,03,202303,경남 밀양시,경남,3,밀양시,223
Mar-23,2023,03,202303,경남 사천시,경남,3,사천시,59
Mar-23,2023,03,202303,경남 산청군,경남,3,산청군,24
Mar-23,2023,03,202303,경남 양산시,경남,3,양산시,333
Mar-23,2023,03,202303,경남 의령군,경남,3,의령군,56
Mar-23,2023,03,202303,경남 진주시,경남,3,진주시,785
Mar-23,2023,03,202303,경남 창녕군,경남,3,창녕군,20
Mar-23,2023,03,202303,경남 창원시,경남,3,창원시,2338
Mar-23,2023,03,202303,경남 통영시,경남,3,통영시,211
Mar-23,2023,03,202303,경남 하동군,경남,3,하동군,68
Mar-23,2023,03,202303,경남 함안군,경남,3,함안군,96
Mar-23,2023,03,202303,경남 함양군,경남,3,함양군,66
Mar-23,2023,03,202303,경남 합천군,경남,3,합천군,58
Mar-23,2023,03,202303,경북 경산시,경북,4,경산시,706
Mar-23,2023,03,202303,경북 경주시,경북,4,경주시,934
Mar-23,2023,03,202303,경북 고령군,경북,4,고령군,55
Mar-23,2023,03,202303,경북 구미시,경북,4,구미시,556
Mar-23,2023,03,202303,경북 김천시,경북,4,김천시,297
Mar-23,2023,03,202303,경북 문경시,경북,4,문경시,219
Mar-23,2023,03,202303,경북 봉화군,경북,4,봉화군,38
Mar-23,2023,03,202303,경북 상주시,경북,4,상주시,350
Mar-23,2023,03,202303,경북 성주군,경북,4,성주군,76
Mar-23,2023,03,202303,경북 안동시,경북,4,안동시,532
Mar-23,2023,03,202303,경북 영덕군,경북,4,영덕군,103
Mar-23,2023,03,202303,경북 영양군,경북,4,영양군,31
Mar-23,2023,03,202303,경북 영주시,경북,4,영주시,284
Mar-23,2023,03,202303,경북 영천시,경북,4,영천시,246
Mar-23,2023,03,202303,경북 예천군,경북,4,예천군,65
Mar-23,2023,03,202303,경북 울진군,경북,4,울진군,47
Mar-23,2023,03,202303,경북 의성군,경북,4,의성군,123
Mar-23,2023,03,202303,경북 청도군,경북,4,청도군,96
Mar-23,2023,03,202303,경북 칠곡군,경북,4,칠곡군,80
Mar-23,2023,03,202303,경북 포항시,경북,4,포항시,1303
Mar-23,2023,03,202303,광주시 광산구,광주시,5,광산구,15
Mar-23,2023,03,202303,광주시 남구,광주시,5,남구,53
Mar-23,2023,03,202303,광주시 동구,광주시,5,동구,31
Mar-23,2023,03,202303,광주시 서구,광주시,5,서구,46
Mar-23,2023,03,202303,대구시 군위군,대구시,6,군위군,45
Mar-23,2023,03,202303,대구시 남구,대구시,6,남구,14
Mar-23,2023,03,202303,대구시 달서구,대구시,6,달서구,13
Mar-23,2023,03,202303,대구시 달성군,대구시,6,달성군,15
Mar-23,2023,03,202303,대구시 동구,대구시,6,동구,284
Mar-23,2023,03,202303,대구시 북구,대구시,6,북구,125
Mar-23,2023,03,202303,대구시 서구,대구시,6,서구,27
Mar-23,2023,03,202303,대구시 수성구,대구시,6,수성구,31
Mar-23,2023,03,202303,대구시 중구,대구시,6,중구,7
Mar-23,2023,03,202303,대전시 대덕구,대전시,7,대덕구,14
Mar-23,2023,03,202303,대전시 동구,대전시,7,동구,67
Mar-23,2023,03,202303,대전시 서구,대전시,7,서구,75
Mar-23,2023,03,202303,대전시 유성구,대전시,7,유성구,39
Mar-23,2023,03,202303,대전시 중구,대전시,7,중구,29
Mar-23,2023,03,202303,부산시 강서구,부산시,8,강서구,8
Mar-23,2023,03,202303,부산시 금정구,부산시,8,금정구,1061
Mar-23,2023,03,202303,부산시 기장군,부산시,8,기장군,346
Mar-23,2023,03,202303,부산시 남구,부산시,8,남구,518
Mar-23,2023,03,202303,부산시 동구,부산시,8,동구,33
Mar-23,2023,03,202303,부산시 동래구,부산시,8,동래구,419
Mar-23,2023,03,202303,부산시 부산진구,부산시,8,부산진구,59
Mar-23,2023,03,202303,부산시 북구,부산시,8,북구,524
Mar-23,2023,03,202303,부산시 사상구,부산시,8,사상구,29
Mar-23,2023,03,202303,부산시 사하구,부산시,8,사하구,450
Mar-23,2023,03,202303,부산시 서구,부산시,8,서구,35
Mar-23,2023,03,202303,부산시 수영구,부산시,8,수영구,225
Mar-23,2023,03,202303,부산시 연제구,부산시,8,연제구,15
Mar-23,2023,03,202303,부산시 영도구,부산시,8,영도구,321
Mar-23,2023,03,202303,부산시 중구,부산시,8,중구,29
Mar-23,2023,03,202303,부산시 진구,부산시,8,진구,75
Mar-23,2023,03,202303,부산시 해운대구,부산시,8,해운대구,234
Mar-23,2023,03,202303,서울시 강남구,서울시,9,강남구,391
Mar-23,2023,03,202303,서울시 강동구,서울시,9,강동구,164
Mar-23,2023,03,202303,서울시 강북구,서울시,9,강북구,376
Mar-23,2023,03,202303,서울시 강서구,서울시,9,강서구,423
Mar-23,2023,03,202303,서울시 관악구,서울시,9,관악구,492
Mar-23,2023,03,202303,서울시 광진구,서울시,9,광진구,123
Mar-23,2023,03,202303,서울시 구로구,서울시,9,구로구,294
Mar-23,2023,03,202303,서울시 금천구,서울시,9,금천구,194
Mar-23,2023,03,202303,서울시 노원구,서울시,9,노원구,957
Mar-23,2023,03,202303,서울시 도봉구,서울시,9,도봉구,434
Mar-23,2023,03,202303,서울시 동대문구,서울시,9,동대문구,387
Mar-23,2023,03,202303,서울시 동작구,서울시,9,동작구,81
Mar-23,2023,03,202303,서울시 마포구,서울시,9,마포구,181
Mar-23,2023,03,202303,서울시 서대문구,서울시,9,서대문구,181
Mar-23,2023,03,202303,서울시 서초구,서울시,9,서초구,89
Mar-23,2023,03,202303,서울시 성동구,서울시,9,성동구,258
Mar-23,2023,03,202303,서울시 성북구,서울시,9,성북구,396
Mar-23,2023,03,202303,서울시 송파구,서울시,9,송파구,354
Mar-23,2023,03,202303,서울시 양천구,서울시,9,양천구,421
Mar-23,2023,03,202303,서울시 영등포구,서울시,9,영등포구,1080
Mar-23,2023,03,202303,서울시 용산구,서울시,9,용산구,127
Mar-23,2023,03,202303,서울시 은평구,서울시,9,은평구,244
Mar-23,2023,03,202303,서울시 종로구,서울시,9,종로구,2380
Mar-23,2023,03,202303,서울시 중구,서울시,9,중구,123
Mar-23,2023,03,202303,서울시 중랑구,서울시,9,중랑구,413
Mar-23,2023,03,202303,세종 세종시,세종,10,세종시,148
Mar-23,2023,03,202303,울산시 남구,울산시,11,남구,1818
Mar-23,2023,03,202303,울산시 동구,울산시,11,동구,93
Mar-23,2023,03,202303,울산시 북구,울산시,11,북구,214
Mar-23,2023,03,202303,울산시 울주군,울산시,11,울주군,197
Mar-23,2023,03,202303,울산시 중구,울산시,11,중구,176
Mar-23,2023,03,202303,인천시 강화군,인천시,12,강화군,153
Mar-23,2023,03,202303,인천시 계양구,인천시,12,계양구,268
Mar-23,2023,03,202303,인천시 남동구,인천시,12,남동구,74
Mar-23,2023,03,202303,인천시 동구,인천시,12,동구,693
Mar-23,2023,03,202303,인천시 미추홀구,인천시,12,미추홀구,966
Mar-23,2023,03,202303,인천시 부평구,인천시,12,부평구,593
Mar-23,2023,03,202303,인천시 서구,인천시,12,서구,6
Mar-23,2023,03,202303,인천시 연수구,인천시,12,연수구,31
Mar-23,2023,03,202303,인천시 옹진군,인천시,12,옹진군,12
Mar-23,2023,03,202303,전남 강진군,전남,13,강진군,92
Mar-23,2023,03,202303,전남 고흥군,전남,13,고흥군,147
Mar-23,2023,03,202303,전남 곡성군,전남,13,곡성군,42
Mar-23,2023,03,202303,전남 광양시,전남,13,광양시,173
Mar-23,2023,03,202303,전남 구례군,전남,13,구례군,69
Mar-23,2023,03,202303,전남 나주시,전남,13,나주시,140
Mar-23,2023,03,202303,전남 담양군,전남,13,담양군,70
Mar-23,2023,03,202303,전남 목포시,전남,13,목포시,703
Mar-23,2023,03,202303,전남 무안군,전남,13,무안군,168
Mar-23,2023,03,202303,전남 보성군,전남,13,보성군,88
Mar-23,2023,03,202303,전남 순천시,전남,13,순천시,741
Mar-23,2023,03,202303,전남 신안군,전남,13,신안군,21
Mar-23,2023,03,202303,전남 여수시,전남,13,여수시,586
Mar-23,2023,03,202303,전남 영광군,전남,13,영광군,159
Mar-23,2023,03,202303,전남 영암군,전남,13,영암군,74
Mar-23,2023,03,202303,전남 완도군,전남,13,완도군,81
Mar-23,2023,03,202303,전남 장성군,전남,13,장성군,40
Mar-23,2023,03,202303,전남 장흥군,전남,13,장흥군,98
Mar-23,2023,03,202303,전남 진도군,전남,13,진도군,60
Mar-23,2023,03,202303,전남 함평군,전남,13,함평군,41
Mar-23,2023,03,202303,전남 해남군,전남,13,해남군,282
Mar-23,2023,03,202303,전남 화순군,전남,13,화순군,105
Mar-23,2023,03,202303,전북 고창군,전북,14,고창군,88
Mar-23,2023,03,202303,전북 군산시,전북,14,군산시,719
Mar-23,2023,03,202303,전북 김제시,전북,14,김제시,166
Mar-23,2023,03,202303,전북 남원시,전북,14,남원시,41
Mar-23,2023,03,202303,전북 무주군,전북,14,무주군,14
Mar-23,2023,03,202303,전북 부안군,전북,14,부안군,94
Mar-23,2023,03,202303,전북 순창군,전북,14,순창군,30
Mar-23,2023,03,202303,전북 완주군,전북,14,완주군,76
Mar-23,2023,03,202303,전북 익산시,전북,14,익산시,590
Mar-23,2023,03,202303,전북 임실군,전북,14,임실군,9
Mar-23,2023,03,202303,전북 장수군,전북,14,장수군,15
Mar-23,2023,03,202303,전북 전주시,전북,14,전주시,1800
Mar-23,2023,03,202303,전북 정읍시,전북,14,정읍시,228
Mar-23,2023,03,202303,전북 진안군,전북,14,진안군,60
Mar-23,2023,03,202303,제주도 서귀포시,제주도,15,서귀포시,223
Mar-23,2023,03,202303,제주도 제주시,제주도,15,제주시,815
Mar-23,2023,03,202303,충남 계룡시,충남,16,계룡시,38
Mar-23,2023,03,202303,충남 공주시,충남,16,공주시,140
Mar-23,2023,03,202303,충남 금산군,충남,16,금산군,76
Mar-23,2023,03,202303,충남 논산시,충남,16,논산시,343
Mar-23,2023,03,202303,충남 당진시,충남,16,당진시,149
Mar-23,2023,03,202303,충남 보령시,충남,16,보령시,153
Mar-23,2023,03,202303,충남 부여군,충남,16,부여군,58
Mar-23,2023,03,202303,충남 서천군,충남,16,서천군,94
Mar-23,2023,03,202303,충남 아산시,충남,16,아산시,377
Mar-23,2023,03,202303,충남 예산군,충남,16,예산군,91
Mar-23,2023,03,202303,충남 천안시,충남,16,천안시,98
Mar-23,2023,03,202303,충남 청양군,충남,16,청양군,29
Mar-23,2023,03,202303,충남 태안군,충남,16,태안군,81
Mar-23,2023,03,202303,충남 홍성군,충남,16,홍성군,263
Mar-23,2023,03,202303,충북 괴산군,충북,17,괴산군,69
Mar-23,2023,03,202303,충북 보은군,충북,17,보은군,65
Mar-23,2023,03,202303,충북 영동군,충북,17,영동군,77
Mar-23,2023,03,202303,충북 옥천군,충북,17,옥천군,65
Mar-23,2023,03,202303,충북 음성군,충북,17,음성군,57
Mar-23,2023,03,202303,충북 제천시,충북,17,제천시,334
Mar-23,2023,03,202303,충북 증평군,충북,17,증평군,42
Mar-23,2023,03,202303,충북 진천군,충북,17,진천군,70
Mar-23,2023,03,202303,충북 청주시,충북,17,청주시,946
Mar-23,2023,03,202303,충북 충주시,충북,17,충주시,367
Apr-23,2023,04,202304,강원도 강릉시,강원도,1,강릉시,45
Apr-23,2023,04,202304,강원도 고성군,강원도,1,고성군,15
Apr-23,2023,04,202304,강원도 동해시,강원도,1,동해시,50
Apr-23,2023,04,202304,강원도 삼척시,강원도,1,삼척시,6
Apr-23,2023,04,202304,강원도 속초시,강원도,1,속초시,12
Apr-23,2023,04,202304,강원도 양구군,강원도,1,양구군,3
Apr-23,2023,04,202304,강원도 양양군,강원도,1,양양군,8
Apr-23,2023,04,202304,강원도 영월군,강원도,1,영월군,35
Apr-23,2023,04,202304,강원도 원주시,강원도,1,원주시,121
Apr-23,2023,04,202304,강원도 인제군,강원도,1,인제군,4
Apr-23,2023,04,202304,강원도 정선군,강원도,1,정선군,17
Apr-23,2023,04,202304,강원도 철원군,강원도,1,철원군,7
Apr-23,2023,04,202304,강원도 춘천시,강원도,1,춘천시,141
Apr-23,2023,04,202304,강원도 태백시,강원도,1,태백시,36
Apr-23,2023,04,202304,강원도 평창군,강원도,1,평창군,11
Apr-23,2023,04,202304,강원도 홍천군,강원도,1,홍천군,35
Apr-23,2023,04,202304,강원도 화천군,강원도,1,화천군,1
Apr-23,2023,04,202304,강원도 횡성군,강원도,1,횡성군,55
Apr-23,2023,04,202304,경기도 가평군,경기도,2,가평군,46
Apr-23,2023,04,202304,경기도 고양시,경기도,2,고양시,2457
Apr-23,2023,04,202304,경기도 과천시,경기도,2,과천시,1
Apr-23,2023,04,202304,경기도 광명시,경기도,2,광명시,1608
Apr-23,2023,04,202304,경기도 광주시,경기도,2,광주시,156
Apr-23,2023,04,202304,경기도 구리시,경기도,2,구리시,281
Apr-23,2023,04,202304,경기도 군포시,경기도,2,군포시,458
Apr-23,2023,04,202304,경기도 김포시,경기도,2,김포시,775
Apr-23,2023,04,202304,경기도 남양주시,경기도,2,남양주시,61
Apr-23,2023,04,202304,경기도 동두천시,경기도,2,동두천시,249
Apr-23,2023,04,202304,경기도 부천시,경기도,2,부천시,864
Apr-23,2023,04,202304,경기도 성남시,경기도,2,성남시,536
Apr-23,2023,04,202304,경기도 수원시,경기도,2,수원시,2050
Apr-23,2023,04,202304,경기도 시흥시,경기도,2,시흥시,400
Apr-23,2023,04,202304,경기도 안산시,경기도,2,안산시,366
Apr-23,2023,04,202304,경기도 안성시,경기도,2,안성시,177
Apr-23,2023,04,202304,경기도 안양시,경기도,2,안양시,1630
Apr-23,2023,04,202304,경기도 양주시,경기도,2,양주시,195
Apr-23,2023,04,202304,경기도 양평군,경기도,2,양평군,141
Apr-23,2023,04,202304,경기도 여주시,경기도,2,여주시,174
Apr-23,2023,04,202304,경기도 연천군,경기도,2,연천군,18
Apr-23,2023,04,202304,경기도 오산시,경기도,2,오산시,228
Apr-23,2023,04,202304,경기도 용인시,경기도,2,용인시,826
Apr-23,2023,04,202304,경기도 의왕시,경기도,2,의왕시,80
Apr-23,2023,04,202304,경기도 의정부시,경기도,2,의정부시,768
Apr-23,2023,04,202304,경기도 이천시,경기도,2,이천시,115
Apr-23,2023,04,202304,경기도 파주시,경기도,2,파주시,329
Apr-23,2023,04,202304,경기도 평택시,경기도,2,평택시,506
Apr-23,2023,04,202304,경기도 포천시,경기도,2,포천시,258
Apr-23,2023,04,202304,경기도 하남시,경기도,2,하남시,160
Apr-23,2023,04,202304,경기도 화성시,경기도,2,화성시,195
Apr-23,2023,04,202304,경남 거제시,경남,3,거제시,295
Apr-23,2023,04,202304,경남 거창군,경남,3,거창군,113
Apr-23,2023,04,202304,경남 고성군,경남,3,고성군,104
Apr-23,2023,04,202304,경남 김해시,경남,3,김해시,653
Apr-23,2023,04,202304,경남 남해군,경남,3,남해군,90
Apr-23,2023,04,202304,경남 밀양시,경남,3,밀양시,195
Apr-23,2023,04,202304,경남 사천시,경남,3,사천시,46
Apr-23,2023,04,202304,경남 양산시,경남,3,양산시,347
Apr-23,2023,04,202304,경남 의령군,경남,3,의령군,51
Apr-23,2023,04,202304,경남 진주시,경남,3,진주시,622
Apr-23,2023,04,202304,경남 창녕군,경남,3,창녕군,92
Apr-23,2023,04,202304,경남 창원시,경남,3,창원시,2371
Apr-23,2023,04,202304,경남 통영시,경남,3,통영시,196
Apr-23,2023,04,202304,경남 하동군,경남,3,하동군,73
Apr-23,2023,04,202304,경남 함안군,경남,3,함안군,92
Apr-23,2023,04,202304,경남 함양군,경남,3,함양군,87
Apr-23,2023,04,202304,경남 합천군,경남,3,합천군,60
Apr-23,2023,04,202304,경북 경산시,경북,4,경산시,709
Apr-23,2023,04,202304,경북 경주시,경북,4,경주시,921
Apr-23,2023,04,202304,경북 고령군,경북,4,고령군,52
Apr-23,2023,04,202304,경북 구미시,경북,4,구미시,540
Apr-23,2023,04,202304,경북 김천시,경북,4,김천시,260
Apr-23,2023,04,202304,경북 문경시,경북,4,문경시,232
Apr-23,2023,04,202304,경북 봉화군,경북,4,봉화군,39
Apr-23,2023,04,202304,경북 상주시,경북,4,상주시,334
Apr-23,2023,04,202304,경북 성주군,경북,4,성주군,65
Apr-23,2023,04,202304,경북 안동시,경북,4,안동시,562
Apr-23,2023,04,202304,경북 영덕군,경북,4,영덕군,40
Apr-23,2023,04,202304,경북 영주시,경북,4,영주시,247
Apr-23,2023,04,202304,경북 영천시,경북,4,영천시,225
Apr-23,2023,04,202304,경북 예천군,경북,4,예천군,57
Apr-23,2023,04,202304,경북 울진군,경북,4,울진군,77
Apr-23,2023,04,202304,경북 의성군,경북,4,의성군,124
Apr-23,2023,04,202304,경북 청도군,경북,4,청도군,90
Apr-23,2023,04,202304,경북 청송군,경북,4,청송군,37
Apr-23,2023,04,202304,경북 칠곡군,경북,4,칠곡군,59
Apr-23,2023,04,202304,경북 포항시,경북,4,포항시,1236
Apr-23,2023,04,202304,광주시 광산구,광주시,5,광산구,15
Apr-23,2023,04,202304,광주시 남구,광주시,5,남구,44
Apr-23,2023,04,202304,광주시 동구,광주시,5,동구,38
Apr-23,2023,04,202304,광주시 북구,광주시,5,북구,16
Apr-23,2023,04,202304,광주시 서구,광주시,5,서구,49
Apr-23,2023,04,202304,대구시 군위군,대구시,6,군위군,46
Apr-23,2023,04,202304,대구시 남구,대구시,6,남구,16
Apr-23,2023,04,202304,대구시 달서구,대구시,6,달서구,13
Apr-23,2023,04,202304,대구시 달성군,대구시,6,달성군,2
Apr-23,2023,04,202304,대구시 동구,대구시,6,동구,235
Apr-23,2023,04,202304,대구시 북구,대구시,6,북구,170
Apr-23,2023,04,202304,대구시 서구,대구시,6,서구,42
Apr-23,2023,04,202304,대구시 수성구,대구시,6,수성구,28
Apr-23,2023,04,202304,대구시 중구,대구시,6,중구,6
Apr-23,2023,04,202304,대전시 대덕구,대전시,7,대덕구,12
Apr-23,2023,04,202304,대전시 동구,대전시,7,동구,74
Apr-23,2023,04,202304,대전시 서구,대전시,7,서구,85
Apr-23,2023,04,202304,대전시 유성구,대전시,7,유성구,29
Apr-23,2023,04,202304,대전시 중구,대전시,7,중구,39
Apr-23,2023,04,202304,부산시 강서구,부산시,8,강서구,16
Apr-23,2023,04,202304,부산시 금정구,부산시,8,금정구,1021
Apr-23,2023,04,202304,부산시 기장군,부산시,8,기장군,312
Apr-23,2023,04,202304,부산시 남구,부산시,8,남구,514
Apr-23,2023,04,202304,부산시 동구,부산시,8,동구,54
Apr-23,2023,04,202304,부산시 동래구,부산시,8,동래구,416
Apr-23,2023,04,202304,부산시 부산진구,부산시,8,부산진구,72
Apr-23,2023,04,202304,부산시 북구,부산시,8,북구,499
Apr-23,2023,04,202304,부산시 사상구,부산시,8,사상구,63
Apr-23,2023,04,202304,부산시 사하구,부산시,8,사하구,452
Apr-23,2023,04,202304,부산시 서구,부산시,8,서구,29
Apr-23,2023,04,202304,부산시 수영구,부산시,8,수영구,250
Apr-23,2023,04,202304,부산시 연제구,부산시,8,연제구,72
Apr-23,2023,04,202304,부산시 영도구,부산시,8,영도구,321
Apr-23,2023,04,202304,부산시 중구,부산시,8,중구,19
Apr-23,2023,04,202304,부산시 진구,부산시,8,진구,127
Apr-23,2023,04,202304,부산시 해운대구,부산시,8,해운대구,254
Apr-23,2023,04,202304,서울시 강남구,서울시,9,강남구,30
Apr-23,2023,04,202304,서울시 강동구,서울시,9,강동구,169
Apr-23,2023,04,202304,서울시 강북구,서울시,9,강북구,426
Apr-23,2023,04,202304,서울시 강서구,서울시,9,강서구,350
Apr-23,2023,04,202304,서울시 관악구,서울시,9,관악구,444
Apr-23,2023,04,202304,서울시 광진구,서울시,9,광진구,123
Apr-23,2023,04,202304,서울시 구로구,서울시,9,구로구,309
Apr-23,2023,04,202304,서울시 금천구,서울시,9,금천구,141
Apr-23,2023,04,202304,서울시 노원구,서울시,9,노원구,952
Apr-23,2023,04,202304,서울시 도봉구,서울시,9,도봉구,498
Apr-23,2023,04,202304,서울시 동대문구,서울시,9,동대문구,394
Apr-23,2023,04,202304,서울시 동작구,서울시,9,동작구,107
Apr-23,2023,04,202304,서울시 마포구,서울시,9,마포구,172
Apr-23,2023,04,202304,서울시 서대문구,서울시,9,서대문구,161
Apr-23,2023,04,202304,서울시 서초구,서울시,9,서초구,75
Apr-23,2023,04,202304,서울시 성동구,서울시,9,성동구,255
Apr-23,2023,04,202304,서울시 성북구,서울시,9,성북구,306
Apr-23,2023,04,202304,서울시 송파구,서울시,9,송파구,361
Apr-23,2023,04,202304,서울시 양천구,서울시,9,양천구,434
Apr-23,2023,04,202304,서울시 영등포구,서울시,9,영등포구,787
Apr-23,2023,04,202304,서울시 용산구,서울시,9,용산구,139
Apr-23,2023,04,202304,서울시 은평구,서울시,9,은평구,264
Apr-23,2023,04,202304,서울시 종로구,서울시,9,종로구,1954
Apr-23,2023,04,202304,서울시 중구,서울시,9,중구,144
Apr-23,2023,04,202304,서울시 중랑구,서울시,9,중랑구,395
Apr-23,2023,04,202304,세종 세종시,세종,10,세종시,124
Apr-23,2023,04,202304,울산시 남구,울산시,11,남구,1868
Apr-23,2023,04,202304,울산시 동구,울산시,11,동구,92
Apr-23,2023,04,202304,울산시 북구,울산시,11,북구,212
Apr-23,2023,04,202304,울산시 울주군,울산시,11,울주군,192
Apr-23,2023,04,202304,울산시 중구,울산시,11,중구,176
Apr-23,2023,04,202304,인천시 강화군,인천시,12,강화군,124
Apr-23,2023,04,202304,인천시 계양구,인천시,12,계양구,413
Apr-23,2023,04,202304,인천시 남동구,인천시,12,남동구,78
Apr-23,2023,04,202304,인천시 동구,인천시,12,동구,890
Apr-23,2023,04,202304,인천시 미추홀구,인천시,12,미추홀구,1059
Apr-23,2023,04,202304,인천시 부평구,인천시,12,부평구,962
Apr-23,2023,04,202304,인천시 서구,인천시,12,서구,8
Apr-23,2023,04,202304,인천시 연수구,인천시,12,연수구,181
Apr-23,2023,04,202304,인천시 옹진군,인천시,12,옹진군,12
Apr-23,2023,04,202304,전남 강진군,전남,13,강진군,101
Apr-23,2023,04,202304,전남 고흥군,전남,13,고흥군,144
Apr-23,2023,04,202304,전남 곡성군,전남,13,곡성군,42
Apr-23,2023,04,202304,전남 광양시,전남,13,광양시,173
Apr-23,2023,04,202304,전남 구례군,전남,13,구례군,74
Apr-23,2023,04,202304,전남 나주시,전남,13,나주시,253
Apr-23,2023,04,202304,전남 담양군,전남,13,담양군,66
Apr-23,2023,04,202304,전남 목포시,전남,13,목포시,750
Apr-23,2023,04,202304,전남 무안군,전남,13,무안군,221
Apr-23,2023,04,202304,전남 보성군,전남,13,보성군,61
Apr-23,2023,04,202304,전남 순천시,전남,13,순천시,947
Apr-23,2023,04,202304,전남 신안군,전남,13,신안군,28
Apr-23,2023,04,202304,전남 여수시,전남,13,여수시,545
Apr-23,2023,04,202304,전남 영광군,전남,13,영광군,148
Apr-23,2023,04,202304,전남 영암군,전남,13,영암군,67
Apr-23,2023,04,202304,전남 완도군,전남,13,완도군,77
Apr-23,2023,04,202304,전남 장성군,전남,13,장성군,38
Apr-23,2023,04,202304,전남 장흥군,전남,13,장흥군,102
Apr-23,2023,04,202304,전남 진도군,전남,13,진도군,54
Apr-23,2023,04,202304,전남 함평군,전남,13,함평군,29
Apr-23,2023,04,202304,전남 해남군,전남,13,해남군,311
Apr-23,2023,04,202304,전남 화순군,전남,13,화순군,105
Apr-23,2023,04,202304,전북 고창군,전북,14,고창군,114
Apr-23,2023,04,202304,전북 군산시,전북,14,군산시,711
Apr-23,2023,04,202304,전북 김제시,전북,14,김제시,143
Apr-23,2023,04,202304,전북 남원시,전북,14,남원시,192
Apr-23,2023,04,202304,전북 무주군,전북,14,무주군,31
Apr-23,2023,04,202304,전북 부안군,전북,14,부안군,81
Apr-23,2023,04,202304,전북 순창군,전북,14,순창군,31
Apr-23,2023,04,202304,전북 완주군,전북,14,완주군,86
Apr-23,2023,04,202304,전북 익산시,전북,14,익산시,597
Apr-23,2023,04,202304,전북 임실군,전북,14,임실군,21
Apr-23,2023,04,202304,전북 장수군,전북,14,장수군,31
