년월일,연도,월,연월,지역,광역지자체,광역지자체코드,시군구,인원
24-Mar,2024,3,202403,전북 군산시,전북,14,군산시,622
24-Mar,2024,3,202403,전북 김제시,전북,14,김제시,165
24-Mar,2024,3,202403,전북 남원시,전북,14,남원시,152
24-Mar,2024,3,202403,전북 무주군,전북,14,무주군,30
24-Mar,2024,3,202403,전북 부안군,전북,14,부안군,83
24-Mar,2024,3,202403,전북 순창군,전북,14,순창군,33
24-Mar,2024,3,202403,전북 완주군,전북,14,완주군,86
24-Mar,2024,3,202403,전북 익산시,전북,14,익산시,594
24-Mar,2024,3,202403,전북 임실군,전북,14,임실군,21
24-Mar,2024,3,202403,전북 장수군,전북,14,장수군,24
24-Mar,2024,3,202403,전북 전주시,전북,14,전주시,1926
24-Mar,2024,3,202403,전북 정읍시,전북,14,정읍시,237
24-Mar,2024,3,202403,전북 진안군,전북,14,진안군,54
24-Mar,2024,3,202403,제주도 서귀포시,제주도,15,서귀포시,274
24-Mar,2024,3,202403,제주도 제주시,제주도,15,제주시,912
24-Mar,2024,3,202403,충남 계룡시,충남,16,계룡시,44
24-Mar,2024,3,202403,충남 공주시,충남,16,공주시,147
24-Mar,2024,3,202403,충남 금산군,충남,16,금산군,89
24-Mar,2024,3,202403,충남 논산시,충남,16,논산시,261
24-Mar,2024,3,202403,충남 당진시,충남,16,당진시,158
24-Mar,2024,3,202403,충남 보령시,충남,16,보령시,132
24-Mar,2024,3,202403,충남 부여군,충남,16,부여군,68
24-Mar,2024,3,202403,충남 서산시,충남,16,서산시,218
24-Mar,2024,3,202403,충남 서천군,충남,16,서천군,92
24-Mar,2024,3,202403,충남 아산시,충남,16,아산시,498
24-Mar,2024,3,202403,충남 예산군,충남,16,예산군,98
24-Mar,2024,3,202403,충남 천안시,충남,16,천안시,426
24-Mar,2024,3,202403,충남 청양군,충남,16,청양군,45
24-Mar,2024,3,202403,충남 태안군,충남,16,태안군,73
24-Mar,2024,3,202403,충남 홍성군,충남,16,홍성군,301
24-Mar,2024,3,202403,충북 괴산군,충북,17,괴산군,75
24-Mar,2024,3,202403,충북 보은군,충북,17,보은군,68
24-Mar,2024,3,202403,충북 영동군,충북,17,영동군,74
24-Mar,2024,3,202403,충북 옥천군,충북,17,옥천군,78
24-Mar,2024,3,202403,충북 음성군,충북,17,음성군,78
24-Mar,2024,3,202403,충북 제천시,충북,17,제천시,294
24-Mar,2024,3,202403,충북 증평군,충북,17,증평군,19
24-Mar,2024,3,202403,충북 진천군,충북,17,진천군,68
24-Mar,2024,3,202403,충북 청주시,충북,17,청주시,913
24-Mar,2024,3,202403,충북 충주시,충북,17,충주시,368
24-Apr,2024,4,202404,강원도 강릉시,강원도,1,강릉시,653
24-Apr,2024,4,202404,강원도 고성군,강원도,1,고성군,14
24-Apr,2024,4,202404,강원도 동해시,강원도,1,동해시,161
24-Apr,2024,4,202404,강원도 삼척시,강원도,1,삼척시,100
24-Apr,2024,4,202404,강원도 속초시,강원도,1,속초시,177
24-Apr,2024,4,202404,강원도 양구군,강원도,1,양구군,24
24-Apr,2024,4,202404,강원도 양양군,강원도,1,양양군,56
24-Apr,2024,4,202404,강원도 영월군,강원도,1,영월군,84
24-Apr,2024,4,202404,강원도 원주시,강원도,1,원주시,1100
24-Apr,2024,4,202404,강원도 인제군,강원도,1,인제군,60
24-Apr,2024,4,202404,강원도 정선군,강원도,1,정선군,23
24-Apr,2024,4,202404,강원도 철원군,강원도,1,철원군,134
24-Apr,2024,4,202404,강원도 춘천시,강원도,1,춘천시,1041
24-Apr,2024,4,202404,강원도 태백시,강원도,1,태백시,82
24-Apr,2024,4,202404,강원도 평창군,강원도,1,평창군,12
24-Apr,2024,4,202404,강원도 홍천군,강원도,1,홍천군,134
24-Apr,2024,4,202404,강원도 화천군,강원도,1,화천군,21
24-Apr,2024,4,202404,강원도 횡성군,강원도,1,횡성군,103
24-Apr,2024,4,202404,경기도 가평군,경기도,2,가평군,109
24-Apr,2024,4,202404,경기도 고양시,경기도,2,고양시,2668
24-Apr,2024,4,202404,경기도 과천시,경기도,2,과천시,30
24-Apr,2024,4,202404,경기도 광명시,경기도,2,광명시,1343
24-Apr,2024,4,202404,경기도 광주시,경기도,2,광주시,185
24-Apr,2024,4,202404,경기도 구리시,경기도,2,구리시,249
24-Apr,2024,4,202404,경기도 군포시,경기도,2,군포시,448
24-Apr,2024,4,202404,경기도 김포시,경기도,2,김포시,721
24-Apr,2024,4,202404,경기도 남양주시,경기도,2,남양주시,403
24-Apr,2024,4,202404,경기도 동두천시,경기도,2,동두천시,274
24-Apr,2024,4,202404,경기도 부천시,경기도,2,부천시,823
24-Apr,2024,4,202404,경기도 성남시,경기도,2,성남시,604
24-Apr,2024,4,202404,경기도 수원시,경기도,2,수원시,1880
24-Apr,2024,4,202404,경기도 시흥시,경기도,2,시흥시,350
24-Apr,2024,4,202404,경기도 안산시,경기도,2,안산시,390
24-Apr,2024,4,202404,경기도 안성시,경기도,2,안성시,191
24-Apr,2024,4,202404,경기도 안양시,경기도,2,안양시,1166
24-Apr,2024,4,202404,경기도 양주시,경기도,2,양주시,179
24-Apr,2024,4,202404,경기도 양평군,경기도,2,양평군,191
24-Apr,2024,4,202404,경기도 여주시,경기도,2,여주시,173
24-Apr,2024,4,202404,경기도 연천군,경기도,2,연천군,86
24-Apr,2024,4,202404,경기도 오산시,경기도,2,오산시,190
24-Apr,2024,4,202404,경기도 용인시,경기도,2,용인시,857
24-Apr,2024,4,202404,경기도 의왕시,경기도,2,의왕시,94
24-Apr,2024,4,202404,경기도 의정부시,경기도,2,의정부시,1019
24-Apr,2024,4,202404,경기도 이천시,경기도,2,이천시,187
24-Apr,2024,4,202404,경기도 파주시,경기도,2,파주시,373
24-Apr,2024,4,202404,경기도 평택시,경기도,2,평택시,559
24-Apr,2024,4,202404,경기도 포천시,경기도,2,포천시,75
24-Apr,2024,4,202404,경기도 하남시,경기도,2,하남시,234
24-Apr,2024,4,202404,경기도 화성시,경기도,2,화성시,269
24-Apr,2024,4,202404,경남 거제시,경남,3,거제시,242
24-Apr,2024,4,202404,경남 거창군,경남,3,거창군,102
24-Apr,2024,4,202404,경남 고성군,경남,3,고성군,88
24-Apr,2024,4,202404,경남 김해시,경남,3,김해시,591
24-Apr,2024,4,202404,경남 남해군,경남,3,남해군,80
24-Apr,2024,4,202404,경남 밀양시,경남,3,밀양시,125
24-Apr,2024,4,202404,경남 사천시,경남,3,사천시,46
24-Apr,2024,4,202404,경남 양산시,경남,3,양산시,70
24-Apr,2024,4,202404,경남 의령군,경남,3,의령군,15
24-Apr,2024,4,202404,경남 진주시,경남,3,진주시,429
24-Apr,2024,4,202404,경남 창녕군,경남,3,창녕군,69
24-Apr,2024,4,202404,경남 창원시,경남,3,창원시,2265
24-Apr,2024,4,202404,경남 통영시,경남,3,통영시,176
24-Apr,2024,4,202404,경남 하동군,경남,3,하동군,49
24-Apr,2024,4,202404,경남 함안군,경남,3,함안군,100
24-Apr,2024,4,202404,경남 함양군,경남,3,함양군,78
24-Apr,2024,4,202404,경남 합천군,경남,3,합천군,64
24-Apr,2024,4,202404,경북 경산시,경북,4,경산시,757
24-Apr,2024,4,202404,경북 경주시,경북,4,경주시,943
24-Apr,2024,4,202404,경북 고령군,경북,4,고령군,76
24-Apr,2024,4,202404,경북 구미시,경북,4,구미시,565
24-Apr,2024,4,202404,경북 김천시,경북,4,김천시,300
24-Apr,2024,4,202404,경북 문경시,경북,4,문경시,250
24-Apr,2024,4,202404,경북 봉화군,경북,4,봉화군,42
24-Apr,2024,4,202404,경북 상주시,경북,4,상주시,317
24-Apr,2024,4,202404,경북 성주군,경북,4,성주군,57
24-Apr,2024,4,202404,경북 안동시,경북,4,안동시,546
24-Apr,2024,4,202404,경북 영덕군,경북,4,영덕군,100
24-Apr,2024,4,202404,경북 영주시,경북,4,영주시,269
24-Apr,2024,4,202404,경북 영천시,경북,4,영천시,238
24-Apr,2024,4,202404,경북 예천군,경북,4,예천군,59
24-Apr,2024,4,202404,경북 울릉군,경북,4,울릉군,11
24-Apr,2024,4,202404,경북 울진군,경북,4,울진군,71
24-Apr,2024,4,202404,경북 의성군,경북,4,의성군,127
24-Apr,2024,4,202404,경북 청도군,경북,4,청도군,73
24-Apr,2024,4,202404,경북 청송군,경북,4,청송군,41
24-Apr,2024,4,202404,경북 칠곡군,경북,4,칠곡군,71
24-Apr,2024,4,202404,경북 포항시,경북,4,포항시,1292
24-Apr,2024,4,202404,광주시 광산구,광주시,5,광산구,40
24-Apr,2024,4,202404,광주시 남구,광주시,5,남구,63
24-Apr,2024,4,202404,광주시 동구,광주시,5,동구,30
24-Apr,2024,4,202404,광주시 북구,광주시,5,북구,6
24-Apr,2024,4,202404,광주시 서구,광주시,5,서구,35
24-Apr,2024,4,202404,대구시 군위군,대구시,6,군위군,67
24-Apr,2024,4,202404,대구시 남구,대구시,6,남구,51
24-Apr,2024,4,202404,대구시 달서구,대구시,6,달서구,65
24-Apr,2024,4,202404,대구시 달성군,대구시,6,달성군,40
24-Apr,2024,4,202404,대구시 동구,대구시,6,동구,348
24-Apr,2024,4,202404,대구시 북구,대구시,6,북구,178
24-Apr,2024,4,202404,대구시 서구,대구시,6,서구,66
24-Apr,2024,4,202404,대구시 수성구,대구시,6,수성구,69
24-Apr,2024,4,202404,대구시 중구,대구시,6,중구,66
24-Apr,2024,4,202404,대전시 대덕구,대전시,7,대덕구,15
24-Apr,2024,4,202404,대전시 동구,대전시,7,동구,84
24-Apr,2024,4,202404,대전시 서구,대전시,7,서구,161
24-Apr,2024,4,202404,대전시 유성구,대전시,7,유성구,130
24-Apr,2024,4,202404,대전시 중구,대전시,7,중구,65
24-Apr,2024,4,202404,부산시 강서구,부산시,8,강서구,16
24-Apr,2024,4,202404,부산시 금정구,부산시,8,금정구,973
24-Apr,2024,4,202404,부산시 기장군,부산시,8,기장군,370
24-Apr,2024,4,202404,부산시 남구,부산시,8,남구,534
24-Apr,2024,4,202404,부산시 동래구,부산시,8,동래구,419
24-Apr,2024,4,202404,부산시 부산진구,부산시,8,부산진구,149
24-Apr,2024,4,202404,부산시 북구,부산시,8,북구,565
24-Apr,2024,4,202404,부산시 사상구,부산시,8,사상구,1
24-Apr,2024,4,202404,부산시 사하구,부산시,8,사하구,395
24-Apr,2024,4,202404,부산시 서구,부산시,8,서구,74
24-Apr,2024,4,202404,부산시 수영구,부산시,8,수영구,358
24-Apr,2024,4,202404,부산시 연제구,부산시,8,연제구,32
24-Apr,2024,4,202404,부산시 영도구,부산시,8,영도구,269
24-Apr,2024,4,202404,부산시 중구,부산시,8,중구,47
24-Apr,2024,4,202404,부산시 진구,부산시,8,진구,438
24-Apr,2024,4,202404,부산시 해운대구,부산시,8,해운대구,248
24-Apr,2024,4,202404,서울시 강남구,서울시,9,강남구,459
24-Apr,2024,4,202404,서울시 강동구,서울시,9,강동구,282
24-Apr,2024,4,202404,서울시 강북구,서울시,9,강북구,345
24-Apr,2024,4,202404,서울시 강서구,서울시,9,강서구,372
24-Apr,2024,4,202404,서울시 관악구,서울시,9,관악구,413
24-Apr,2024,4,202404,서울시 광진구,서울시,9,광진구,179
24-Apr,2024,4,202404,서울시 구로구,서울시,9,구로구,389
24-Apr,2024,4,202404,서울시 금천구,서울시,9,금천구,185
24-Apr,2024,4,202404,서울시 노원구,서울시,9,노원구,982
24-Apr,2024,4,202404,서울시 도봉구,서울시,9,도봉구,599
24-Apr,2024,4,202404,서울시 동대문구,서울시,9,동대문구,452
24-Apr,2024,4,202404,서울시 동작구,서울시,9,동작구,140
24-Apr,2024,4,202404,서울시 마포구,서울시,9,마포구,171
24-Apr,2024,4,202404,서울시 서대문구,서울시,9,서대문구,164
24-Apr,2024,4,202404,서울시 서초구,서울시,9,서초구,140
24-Apr,2024,4,202404,서울시 성동구,서울시,9,성동구,183
24-Apr,2024,4,202404,서울시 성북구,서울시,9,성북구,346
24-Apr,2024,4,202404,서울시 송파구,서울시,9,송파구,391
24-Apr,2024,4,202404,서울시 양천구,서울시,9,양천구,474
24-Apr,2024,4,202404,서울시 영등포구,서울시,9,영등포구,936
24-Apr,2024,4,202404,서울시 용산구,서울시,9,용산구,139
24-Apr,2024,4,202404,서울시 은평구,서울시,9,은평구,300
24-Apr,2024,4,202404,서울시 종로구,서울시,9,종로구,1782
24-Apr,2024,4,202404,서울시 중구,서울시,9,중구,129
24-Apr,2024,4,202404,서울시 중랑구,서울시,9,중랑구,385
24-Apr,2024,4,202404,세종 세종시,세종,10,세종시,173
24-Apr,2024,4,202404,울산시 남구,울산시,11,남구,219
24-Apr,2024,4,202404,울산시 동구,울산시,11,동구,37
24-Apr,2024,4,202404,울산시 북구,울산시,11,북구,17
24-Apr,2024,4,202404,울산시 울주군,울산시,11,울주군,221
24-Apr,2024,4,202404,울산시 중구,울산시,11,중구,161
24-Apr,2024,4,202404,인천시 강화군,인천시,12,강화군,129
24-Apr,2024,4,202404,인천시 계양구,인천시,12,계양구,437
24-Apr,2024,4,202404,인천시 남동구,인천시,12,남동구,66
24-Apr,2024,4,202404,인천시 동구,인천시,12,동구,781
24-Apr,2024,4,202404,인천시 미추홀구,인천시,12,미추홀구,720
24-Apr,2024,4,202404,인천시 부평구,인천시,12,부평구,720
24-Apr,2024,4,202404,인천시 서구,인천시,12,서구,14
24-Apr,2024,4,202404,인천시 연수구,인천시,12,연수구,24
24-Apr,2024,4,202404,인천시 옹진군,인천시,12,옹진군,11
24-Apr,2024,4,202404,인천시 중구,인천시,12,중구,3
24-Apr,2024,4,202404,전남 강진군,전남,13,강진군,100
24-Apr,2024,4,202404,전남 고흥군,전남,13,고흥군,147
24-Apr,2024,4,202404,전남 곡성군,전남,13,곡성군,20
24-Apr,2024,4,202404,전남 광양시,전남,13,광양시,194
24-Apr,2024,4,202404,전남 구례군,전남,13,구례군,69
24-Apr,2024,4,202404,전남 나주시,전남,13,나주시,240
24-Apr,2024,4,202404,전남 담양군,전남,13,담양군,67
24-Apr,2024,4,202404,전남 목포시,전남,13,목포시,712
24-Apr,2024,4,202404,전남 무안군,전남,13,무안군,183
24-Apr,2024,4,202404,전남 보성군,전남,13,보성군,92
24-Apr,2024,4,202404,전남 순천시,전남,13,순천시,982
24-Apr,2024,4,202404,전남 신안군,전남,13,신안군,24
24-Apr,2024,4,202404,전남 여수시,전남,13,여수시,458
24-Apr,2024,4,202404,전남 영광군,전남,13,영광군,162
24-Apr,2024,4,202404,전남 영암군,전남,13,영암군,65
24-Apr,2024,4,202404,전남 완도군,전남,13,완도군,79
24-Apr,2024,4,202404,전남 장성군,전남,13,장성군,42
24-Apr,2024,4,202404,전남 장흥군,전남,13,장흥군,81
24-Apr,2024,4,202404,전남 진도군,전남,13,진도군,47
24-Apr,2024,4,202404,전남 함평군,전남,13,함평군,44
24-Apr,2024,4,202404,전남 해남군,전남,13,해남군,88
24-Apr,2024,4,202404,전남 화순군,전남,13,화순군,110
24-Apr,2024,4,202404,전북 고창군,전북,14,고창군,96
24-Apr,2024,4,202404,전북 군산시,전북,14,군산시,745
24-Apr,2024,4,202404,전북 김제시,전북,14,김제시,144
24-Apr,2024,4,202404,전북 남원시,전북,14,남원시,148
24-Apr,2024,4,202404,전북 무주군,전북,14,무주군,30
24-Apr,2024,4,202404,전북 부안군,전북,14,부안군,84
24-Apr,2024,4,202404,전북 순창군,전북,14,순창군,30
24-Apr,2024,4,202404,전북 완주군,전북,14,완주군,77
24-Apr,2024,4,202404,전북 익산시,전북,14,익산시,594
24-Apr,2024,4,202404,전북 임실군,전북,14,임실군,20
24-Apr,2024,4,202404,전북 장수군,전북,14,장수군,21
24-Apr,2024,4,202404,전북 전주시,전북,14,전주시,478
24-Apr,2024,4,202404,전북 정읍시,전북,14,정읍시,219
24-Apr,2024,4,202404,전북 진안군,전북,14,진안군,53
24-Apr,2024,4,202404,제주도 서귀포시,제주도,15,서귀포시,185
24-Apr,2024,4,202404,제주도 제주시,제주도,15,제주시,815
24-Apr,2024,4,202404,충남 계룡시,충남,16,계룡시,32
24-Apr,2024,4,202404,충남 공주시,충남,16,공주시,159
24-Apr,2024,4,202404,충남 금산군,충남,16,금산군,72
24-Apr,2024,4,202404,충남 논산시,충남,16,논산시,386
24-Apr,2024,4,202404,충남 당진시,충남,16,당진시,164
24-Apr,2024,4,202404,충남 보령시,충남,16,보령시,149
24-Apr,2024,4,202404,충남 부여군,충남,16,부여군,73
24-Apr,2024,4,202404,충남 서산시,충남,16,서산시,282
24-Apr,2024,4,202404,충남 서천군,충남,16,서천군,104
24-Apr,2024,4,202404,충남 아산시,충남,16,아산시,372
24-Apr,2024,4,202404,충남 예산군,충남,16,예산군,92
24-Apr,2024,4,202404,충남 천안시,충남,16,천안시,211
24-Apr,2024,4,202404,충남 청양군,충남,16,청양군,28
24-Apr,2024,4,202404,충남 태안군,충남,16,태안군,111
24-Apr,2024,4,202404,충남 홍성군,충남,16,홍성군,297
24-Apr,2024,4,202404,충북 괴산군,충북,17,괴산군,81
24-Apr,2024,4,202404,충북 보은군,충북,17,보은군,65
24-Apr,2024,4,202404,충북 영동군,충북,17,영동군,79
24-Apr,2024,4,202404,충북 옥천군,충북,17,옥천군,75
24-Apr,2024,4,202404,충북 음성군,충북,17,음성군,6
24-Apr,2024,4,202404,충북 제천시,충북,17,제천시,330
24-Apr,2024,4,202404,충북 증평군,충북,17,증평군,18
24-Apr,2024,4,202404,충북 진천군,충북,17,진천군,73
24-Apr,2024,4,202404,충북 청주시,충북,17,청주시,1283
24-Apr,2024,4,202404,충북 충주시,충북,17,충주시,350
24-May,2024,5,202405,강원도 강릉시,강원도,1,강릉시,699
24-May,2024,5,202405,강원도 고성군,강원도,1,고성군,22
24-May,2024,5,202405,강원도 동해시,강원도,1,동해시,256
24-May,2024,5,202405,강원도 삼척시,강원도,1,삼척시,105
24-May,2024,5,202405,강원도 속초시,강원도,1,속초시,192
24-May,2024,5,202405,강원도 양구군,강원도,1,양구군,21
24-May,2024,5,202405,강원도 양양군,강원도,1,양양군,57
24-May,2024,5,202405,강원도 영월군,강원도,1,영월군,53
24-May,2024,5,202405,강원도 원주시,강원도,1,원주시,1090
24-May,2024,5,202405,강원도 인제군,강원도,1,인제군,61
24-May,2024,5,202405,강원도 정선군,강원도,1,정선군,37
24-May,2024,5,202405,강원도 철원군,강원도,1,철원군,121
24-May,2024,5,202405,강원도 춘천시,강원도,1,춘천시,985
24-May,2024,5,202405,강원도 태백시,강원도,1,태백시,84
24-May,2024,5,202405,강원도 평창군,강원도,1,평창군,13
24-May,2024,5,202405,강원도 홍천군,강원도,1,홍천군,129
24-May,2024,5,202405,강원도 화천군,강원도,1,화천군,24
24-May,2024,5,202405,강원도 횡성군,강원도,1,횡성군,106
24-May,2024,5,202405,경기도 가평군,경기도,2,가평군,25
24-May,2024,5,202405,경기도 고양시,경기도,2,고양시,1997
24-May,2024,5,202405,경기도 과천시,경기도,2,과천시,31
24-May,2024,5,202405,경기도 광명시,경기도,2,광명시,1337
24-May,2024,5,202405,경기도 광주시,경기도,2,광주시,195
24-May,2024,5,202405,경기도 구리시,경기도,2,구리시,255
24-May,2024,5,202405,경기도 군포시,경기도,2,군포시,472
24-May,2024,5,202405,경기도 김포시,경기도,2,김포시,690
24-May,2024,5,202405,경기도 남양주시,경기도,2,남양주시,330
24-May,2024,5,202405,경기도 동두천시,경기도,2,동두천시,300
24-May,2024,5,202405,경기도 부천시,경기도,2,부천시,690
24-May,2024,5,202405,경기도 성남시,경기도,2,성남시,762
24-May,2024,5,202405,경기도 수원시,경기도,2,수원시,1898
24-May,2024,5,202405,경기도 시흥시,경기도,2,시흥시,381
24-May,2024,5,202405,경기도 안산시,경기도,2,안산시,392
24-May,2024,5,202405,경기도 안성시,경기도,2,안성시,147
24-May,2024,5,202405,경기도 안양시,경기도,2,안양시,1180
24-May,2024,5,202405,경기도 양주시,경기도,2,양주시,197
24-May,2024,5,202405,경기도 양평군,경기도,2,양평군,168
24-May,2024,5,202405,경기도 여주시,경기도,2,여주시,172
24-May,2024,5,202405,경기도 연천군,경기도,2,연천군,69
24-May,2024,5,202405,경기도 오산시,경기도,2,오산시,1
24-May,2024,5,202405,경기도 용인시,경기도,2,용인시,774
24-May,2024,5,202405,경기도 의왕시,경기도,2,의왕시,98
24-May,2024,5,202405,경기도 의정부시,경기도,2,의정부시,691
24-May,2024,5,202405,경기도 이천시,경기도,2,이천시,177
24-May,2024,5,202405,경기도 파주시,경기도,2,파주시,264
24-May,2024,5,202405,경기도 평택시,경기도,2,평택시,541
24-May,2024,5,202405,경기도 포천시,경기도,2,포천시,167
24-May,2024,5,202405,경기도 하남시,경기도,2,하남시,203
24-May,2024,5,202405,경기도 화성시,경기도,2,화성시,248
24-May,2024,5,202405,경남 거제시,경남,3,거제시,232
24-May,2024,5,202405,경남 거창군,경남,3,거창군,99
24-May,2024,5,202405,경남 고성군,경남,3,고성군,109
24-May,2024,5,202405,경남 김해시,경남,3,김해시,342
24-May,2024,5,202405,경남 남해군,경남,3,남해군,79
24-May,2024,5,202405,경남 밀양시,경남,3,밀양시,248
24-May,2024,5,202405,경남 사천시,경남,3,사천시,9
24-May,2024,5,202405,경남 산청군,경남,3,산청군,24
24-May,2024,5,202405,경남 양산시,경남,3,양산시,149
24-May,2024,5,202405,경남 의령군,경남,3,의령군,50
24-May,2024,5,202405,경남 진주시,경남,3,진주시,733
24-May,2024,5,202405,경남 창녕군,경남,3,창녕군,74
24-May,2024,5,202405,경남 창원시,경남,3,창원시,2393
24-May,2024,5,202405,경남 통영시,경남,3,통영시,192
24-May,2024,5,202405,경남 하동군,경남,3,하동군,75
24-May,2024,5,202405,경남 함안군,경남,3,함안군,97
24-May,2024,5,202405,경남 함양군,경남,3,함양군,81
24-May,2024,5,202405,경남 합천군,경남,3,합천군,63
24-May,2024,5,202405,경북 경산시,경북,4,경산시,565
24-May,2024,5,202405,경북 경주시,경북,4,경주시,901
24-May,2024,5,202405,경북 고령군,경북,4,고령군,64
24-May,2024,5,202405,경북 구미시,경북,4,구미시,580
24-May,2024,5,202405,경북 김천시,경북,4,김천시,307
24-May,2024,5,202405,경북 문경시,경북,4,문경시,236
24-May,2024,5,202405,경북 봉화군,경북,4,봉화군,31
24-May,2024,5,202405,경북 상주시,경북,4,상주시,306
24-May,2024,5,202405,경북 성주군,경북,4,성주군,63
24-May,2024,5,202405,경북 안동시,경북,4,안동시,366
24-May,2024,5,202405,경북 영덕군,경북,4,영덕군,13
24-May,2024,5,202405,경북 영양군,경북,4,영양군,16
24-May,2024,5,202405,경북 영주시,경북,4,영주시,187
24-May,2024,5,202405,경북 영천시,경북,4,영천시,221
24-May,2024,5,202405,경북 예천군,경북,4,예천군,55
24-May,2024,5,202405,경북 울진군,경북,4,울진군,36
24-May,2024,5,202405,경북 의성군,경북,4,의성군,123
24-May,2024,5,202405,경북 청도군,경북,4,청도군,83
24-May,2024,5,202405,경북 청송군,경북,4,청송군,1
24-May,2024,5,202405,경북 칠곡군,경북,4,칠곡군,43
24-May,2024,5,202405,경북 포항시,경북,4,포항시,1302
24-May,2024,5,202405,광주시 광산구,광주시,5,광산구,46
24-May,2024,5,202405,광주시 남구,광주시,5,남구,76
24-May,2024,5,202405,광주시 동구,광주시,5,동구,26
24-May,2024,5,202405,광주시 북구,광주시,5,북구,12
24-May,2024,5,202405,광주시 서구,광주시,5,서구,46
24-May,2024,5,202405,대구시 군위군,대구시,6,군위군,50
24-May,2024,5,202405,대구시 남구,대구시,6,남구,44
24-May,2024,5,202405,대구시 달서구,대구시,6,달서구,71
24-May,2024,5,202405,대구시 달성군,대구시,6,달성군,47
24-May,2024,5,202405,대구시 동구,대구시,6,동구,288
24-May,2024,5,202405,대구시 북구,대구시,6,북구,22
24-May,2024,5,202405,대구시 서구,대구시,6,서구,19
24-May,2024,5,202405,대구시 수성구,대구시,6,수성구,44
24-May,2024,5,202405,대구시 중구,대구시,6,중구,52
24-May,2024,5,202405,대전시 대덕구,대전시,7,대덕구,20
24-May,2024,5,202405,대전시 동구,대전시,7,동구,88
24-May,2024,5,202405,대전시 서구,대전시,7,서구,159
24-May,2024,5,202405,대전시 유성구,대전시,7,유성구,104
24-May,2024,5,202405,대전시 중구,대전시,7,중구,75
24-May,2024,5,202405,부산시 강서구,부산시,8,강서구,11
24-May,2024,5,202405,부산시 금정구,부산시,8,금정구,1074
24-May,2024,5,202405,부산시 기장군,부산시,8,기장군,320
24-May,2024,5,202405,부산시 남구,부산시,8,남구,619
24-May,2024,5,202405,부산시 동구,부산시,8,동구,43
24-May,2024,5,202405,부산시 동래구,부산시,8,동래구,432
24-May,2024,5,202405,부산시 부산진구,부산시,8,부산진구,166
24-May,2024,5,202405,부산시 북구,부산시,8,북구,624
24-May,2024,5,202405,부산시 사상구,부산시,8,사상구,64
24-May,2024,5,202405,부산시 사하구,부산시,8,사하구,460
24-May,2024,5,202405,부산시 서구,부산시,8,서구,73
24-May,2024,5,202405,부산시 수영구,부산시,8,수영구,427
24-May,2024,5,202405,부산시 연제구,부산시,8,연제구,74
24-May,2024,5,202405,부산시 영도구,부산시,8,영도구,27
24-May,2024,5,202405,부산시 중구,부산시,8,중구,222
24-May,2024,5,202405,부산시 진구,부산시,8,진구,447
24-May,2024,5,202405,부산시 해운대구,부산시,8,해운대구,45
24-May,2024,5,202405,서울시 강남구,서울시,9,강남구,558
24-May,2024,5,202405,서울시 강동구,서울시,9,강동구,278
24-May,2024,5,202405,서울시 강북구,서울시,9,강북구,407
24-May,2024,5,202405,서울시 강서구,서울시,9,강서구,405
24-May,2024,5,202405,서울시 관악구,서울시,9,관악구,472
24-May,2024,5,202405,서울시 광진구,서울시,9,광진구,185
24-May,2024,5,202405,서울시 구로구,서울시,9,구로구,371
24-May,2024,5,202405,서울시 금천구,서울시,9,금천구,201
24-May,2024,5,202405,서울시 노원구,서울시,9,노원구,908
24-May,2024,5,202405,서울시 도봉구,서울시,9,도봉구,570
24-May,2024,5,202405,서울시 동대문구,서울시,9,동대문구,469
24-May,2024,5,202405,서울시 동작구,서울시,9,동작구,128
24-May,2024,5,202405,서울시 마포구,서울시,9,마포구,184
24-May,2024,5,202405,서울시 서대문구,서울시,9,서대문구,174
24-May,2024,5,202405,서울시 서초구,서울시,9,서초구,147
24-May,2024,5,202405,서울시 성동구,서울시,9,성동구,291
24-May,2024,5,202405,서울시 성북구,서울시,9,성북구,399
24-May,2024,5,202405,서울시 송파구,서울시,9,송파구,400
24-May,2024,5,202405,서울시 양천구,서울시,9,양천구,487
24-May,2024,5,202405,서울시 영등포구,서울시,9,영등포구,1333
24-May,2024,5,202405,서울시 용산구,서울시,9,용산구,142
24-May,2024,5,202405,서울시 은평구,서울시,9,은평구,286
24-May,2024,5,202405,서울시 종로구,서울시,9,종로구,1542
24-May,2024,5,202405,서울시 중구,서울시,9,중구,210
24-May,2024,5,202405,서울시 중랑구,서울시,9,중랑구,425
24-May,2024,5,202405,세종 세종시,세종,10,세종시,193
24-May,2024,5,202405,울산시 남구,울산시,11,남구,1708
24-May,2024,5,202405,울산시 동구,울산시,11,동구,84
24-May,2024,5,202405,울산시 북구,울산시,11,북구,258
24-May,2024,5,202405,울산시 울주군,울산시,11,울주군,66
24-May,2024,5,202405,울산시 중구,울산시,11,중구,151
24-May,2024,5,202405,인천시 강화군,인천시,12,강화군,131
24-May,2024,5,202405,인천시 계양구,인천시,12,계양구,483
24-May,2024,5,202405,인천시 남동구,인천시,12,남동구,77
24-May,2024,5,202405,인천시 동구,인천시,12,동구,821
24-May,2024,5,202405,인천시 미추홀구,인천시,12,미추홀구,728
24-May,2024,5,202405,인천시 부평구,인천시,12,부평구,753
24-May,2024,5,202405,인천시 서구,인천시,12,서구,17
