년월일,연도,월,연월,지역,광역지자체,광역지자체코드,시군구,인원
23-Mar,2023,3,202303,강원도 강릉시,강원도,1,강릉시,691
23-Mar,2023,3,202303,강원도 고성군,강원도,1,고성군,20
23-Mar,2023,3,202303,강원도 동해시,강원도,1,동해시,268
23-Mar,2023,3,202303,강원도 삼척시,강원도,1,삼척시,76
23-Mar,2023,3,202303,강원도 속초시,강원도,1,속초시,205
23-Mar,2023,3,202303,강원도 양구군,강원도,1,양구군,37
23-Mar,2023,3,202303,강원도 양양군,강원도,1,양양군,60
23-Mar,2023,3,202303,강원도 영월군,강원도,1,영월군,79
23-Mar,2023,3,202303,강원도 원주시,강원도,1,원주시,1141
23-Mar,2023,3,202303,강원도 인제군,강원도,1,인제군,60
23-Mar,2023,3,202303,강원도 정선군,강원도,1,정선군,34
23-Mar,2023,3,202303,강원도 철원군,강원도,1,철원군,122
23-Mar,2023,3,202303,강원도 춘천시,강원도,1,춘천시,1145
23-Mar,2023,3,202303,강원도 태백시,강원도,1,태백시,90
23-Mar,2023,3,202303,강원도 평창군,강원도,1,평창군,15
23-Mar,2023,3,202303,강원도 홍천군,강원도,1,홍천군,147
23-Mar,2023,3,202303,강원도 화천군,강원도,1,화천군,25
23-Mar,2023,3,202303,강원도 횡성군,강원도,1,횡성군,100
23-Mar,2023,3,202303,경기도 가평군,경기도,2,가평군,53
23-Mar,2023,3,202303,경기도 고양시,경기도,2,고양시,2481
23-Mar,2023,3,202303,경기도 과천시,경기도,2,과천시,26
23-Mar,2023,3,202303,경기도 광명시,경기도,2,광명시,1449
23-Mar,2023,3,202303,경기도 광주시,경기도,2,광주시,170
23-Mar,2023,3,202303,경기도 구리시,경기도,2,구리시,282
23-Mar,2023,3,202303,경기도 군포시,경기도,2,군포시,488
23-Mar,2023,3,202303,경기도 김포시,경기도,2,김포시,595
23-Mar,2023,3,202303,경기도 남양주시,경기도,2,남양주시,403
23-Mar,2023,3,202303,경기도 동두천시,경기도,2,동두천시,247
23-Mar,2023,3,202303,경기도 부천시,경기도,2,부천시,430
23-Mar,2023,3,202303,경기도 성남시,경기도,2,성남시,591
23-Mar,2023,3,202303,경기도 수원시,경기도,2,수원시,1884
23-Mar,2023,3,202303,경기도 시흥시,경기도,2,시흥시,412
23-Mar,2023,3,202303,경기도 안산시,경기도,2,안산시,448
23-Mar,2023,3,202303,경기도 안성시,경기도,2,안성시,199
23-Mar,2023,3,202303,경기도 안양시,경기도,2,안양시,769
23-Mar,2023,3,202303,경기도 양주시,경기도,2,양주시,179
23-Mar,2023,3,202303,경기도 양평군,경기도,2,양평군,153
23-Mar,2023,3,202303,경기도 여주시,경기도,2,여주시,170
23-Mar,2023,3,202303,경기도 연천군,경기도,2,연천군,83
23-Mar,2023,3,202303,경기도 오산시,경기도,2,오산시,173
23-Mar,2023,3,202303,경기도 용인시,경기도,2,용인시,464
23-Mar,2023,3,202303,경기도 의왕시,경기도,2,의왕시,111
23-Mar,2023,3,202303,경기도 의정부시,경기도,2,의정부시,765
23-Mar,2023,3,202303,경기도 이천시,경기도,2,이천시,120
23-Mar,2023,3,202303,경기도 파주시,경기도,2,파주시,338
23-Mar,2023,3,202303,경기도 평택시,경기도,2,평택시,678
23-Mar,2023,3,202303,경기도 포천시,경기도,2,포천시,168
23-Mar,2023,3,202303,경기도 하남시,경기도,2,하남시,235
23-Mar,2023,3,202303,경기도 화성시,경기도,2,화성시,252
23-Mar,2023,3,202303,경남 거제시,경남,3,거제시,195
23-Mar,2023,3,202303,경남 거창군,경남,3,거창군,100
23-Mar,2023,3,202303,경남 고성군,경남,3,고성군,101
23-Mar,2023,3,202303,경남 김해시,경남,3,김해시,674
23-Mar,2023,3,202303,경남 남해군,경남,3,남해군,58
23-Mar,2023,3,202303,경남 밀양시,경남,3,밀양시,223
23-Mar,2023,3,202303,경남 사천시,경남,3,사천시,59
23-Mar,2023,3,202303,경남 산청군,경남,3,산청군,24
23-Mar,2023,3,202303,경남 양산시,경남,3,양산시,333
23-Mar,2023,3,202303,경남 의령군,경남,3,의령군,56
23-Mar,2023,3,202303,경남 진주시,경남,3,진주시,785
23-Mar,2023,3,202303,경남 창녕군,경남,3,창녕군,20
23-Mar,2023,3,202303,경남 창원시,경남,3,창원시,2338
23-Mar,2023,3,202303,경남 통영시,경남,3,통영시,211
23-Mar,2023,3,202303,경남 하동군,경남,3,하동군,68
23-Mar,2023,3,202303,경남 함안군,경남,3,함안군,96
23-Mar,2023,3,202303,경남 함양군,경남,3,함양군,66
23-Mar,2023,3,202303,경남 합천군,경남,3,합천군,58
23-Mar,2023,3,202303,경북 경산시,경북,4,경산시,706
23-Mar,2023,3,202303,경북 경주시,경북,4,경주시,934
23-Mar,2023,3,202303,경북 고령군,경북,4,고령군,55
23-Mar,2023,3,202303,경북 구미시,경북,4,구미시,556
23-Mar,2023,3,202303,경북 김천시,경북,4,김천시,297
23-Mar,2023,3,202303,경북 문경시,경북,4,문경시,219
23-Mar,2023,3,202303,경북 봉화군,경북,4,봉화군,38
23-Mar,2023,3,202303,경북 상주시,경북,4,상주시,350
23-Mar,2023,3,202303,경북 성주군,경북,4,성주군,76
23-Mar,2023,3,202303,경북 안동시,경북,4,안동시,532
23-Mar,2023,3,202303,경북 영덕군,경북,4,영덕군,103
23-Mar,2023,3,202303,경북 영양군,경북,4,영양군,31
23-Mar,2023,3,202303,경북 영주시,경북,4,영주시,284
23-Mar,2023,3,202303,경북 영천시,경북,4,영천시,246
23-Mar,2023,3,202303,경북 예천군,경북,4,예천군,65
23-Mar,2023,3,202303,경북 울진군,경북,4,울진군,47
23-Mar,2023,3,202303,경북 의성군,경북,4,의성군,123
23-Mar,2023,3,202303,경북 청도군,경북,4,청도군,96
23-Mar,2023,3,202303,경북 칠곡군,경북,4,칠곡군,80
23-Mar,2023,3,202303,경북 포항시,경북,4,포항시,1303
23-Mar,2023,3,202303,광주시 광산구,광주시,5,광산구,15
23-Mar,2023,3,202303,광주시 남구,광주시,5,남구,53
23-Mar,2023,3,202303,광주시 동구,광주시,5,동구,31
23-Mar,2023,3,202303,광주시 서구,광주시,5,서구,46
23-Mar,2023,3,202303,대구시 군위군,대구시,6,군위군,45
23-Mar,2023,3,202303,대구시 남구,대구시,6,남구,14
23-Mar,2023,3,202303,대구시 달서구,대구시,6,달서구,13
23-Mar,2023,3,202303,대구시 달성군,대구시,6,달성군,15
23-Mar,2023,3,202303,대구시 동구,대구시,6,동구,284
23-Mar,2023,3,202303,대구시 북구,대구시,6,북구,125
23-Mar,2023,3,202303,대구시 서구,대구시,6,서구,27
23-Mar,2023,3,202303,대구시 수성구,대구시,6,수성구,31
23-Mar,2023,3,202303,대구시 중구,대구시,6,중구,7
23-Mar,2023,3,202303,대전시 대덕구,대전시,7,대덕구,14
23-Mar,2023,3,202303,대전시 동구,대전시,7,동구,67
23-Mar,2023,3,202303,대전시 서구,대전시,7,서구,75
23-Mar,2023,3,202303,대전시 유성구,대전시,7,유성구,39
23-Mar,2023,3,202303,대전시 중구,대전시,7,중구,29
23-Mar,2023,3,202303,부산시 강서구,부산시,8,강서구,8
23-Mar,2023,3,202303,부산시 금정구,부산시,8,금정구,1061
23-Mar,2023,3,202303,부산시 기장군,부산시,8,기장군,346
23-Mar,2023,3,202303,부산시 남구,부산시,8,남구,518
23-Mar,2023,3,202303,부산시 동구,부산시,8,동구,33
23-Mar,2023,3,202303,부산시 동래구,부산시,8,동래구,419
23-Mar,2023,3,202303,부산시 부산진구,부산시,8,부산진구,59
23-Mar,2023,3,202303,부산시 북구,부산시,8,북구,524
23-Mar,2023,3,202303,부산시 사상구,부산시,8,사상구,29
23-Mar,2023,3,202303,부산시 사하구,부산시,8,사하구,450
23-Mar,2023,3,202303,부산시 서구,부산시,8,서구,35
23-Mar,2023,3,202303,부산시 수영구,부산시,8,수영구,225
23-Mar,2023,3,202303,부산시 연제구,부산시,8,연제구,15
23-Mar,2023,3,202303,부산시 영도구,부산시,8,영도구,321
23-Mar,2023,3,202303,부산시 중구,부산시,8,중구,29
23-Mar,2023,3,202303,부산시 진구,부산시,8,진구,75
23-Mar,2023,3,202303,부산시 해운대구,부산시,8,해운대구,234
23-Mar,2023,3,202303,서울시 강남구,서울시,9,강남구,391
23-Mar,2023,3,202303,서울시 강동구,서울시,9,강동구,164
23-Mar,2023,3,202303,서울시 강북구,서울시,9,강북구,376
23-Mar,2023,3,202303,서울시 강서구,서울시,9,강서구,423
23-Mar,2023,3,202303,서울시 관악구,서울시,9,관악구,492
23-Mar,2023,3,202303,서울시 광진구,서울시,9,광진구,123
23-Mar,2023,3,202303,서울시 구로구,서울시,9,구로구,294
23-Mar,2023,3,202303,서울시 금천구,서울시,9,금천구,194
23-Mar,2023,3,202303,서울시 노원구,서울시,9,노원구,957
23-Mar,2023,3,202303,서울시 도봉구,서울시,9,도봉구,434
23-Mar,2023,3,202303,서울시 동대문구,서울시,9,동대문구,387
23-Mar,2023,3,202303,서울시 동작구,서울시,9,동작구,81
23-Mar,2023,3,202303,서울시 마포구,서울시,9,마포구,181
23-Mar,2023,3,202303,서울시 서대문구,서울시,9,서대문구,181
23-Mar,2023,3,202303,서울시 서초구,서울시,9,서초구,89
23-Mar,2023,3,202303,서울시 성동구,서울시,9,성동구,258
23-Mar,2023,3,202303,서울시 성북구,서울시,9,성북구,396
23-Mar,2023,3,202303,서울시 송파구,서울시,9,송파구,354
23-Mar,2023,3,202303,서울시 양천구,서울시,9,양천구,421
23-Mar,2023,3,202303,서울시 영등포구,서울시,9,영등포구,1080
23-Mar,2023,3,202303,서울시 용산구,서울시,9,용산구,127
23-Mar,2023,3,202303,서울시 은평구,서울시,9,은평구,244
23-Mar,2023,3,202303,서울시 종로구,서울시,9,종로구,2380
23-Mar,2023,3,202303,서울시 중구,서울시,9,중구,123
23-Mar,2023,3,202303,서울시 중랑구,서울시,9,중랑구,413
23-Mar,2023,3,202303,세종 세종시,세종,10,세종시,148
23-Mar,2023,3,202303,울산시 남구,울산시,11,남구,1818
23-Mar,2023,3,202303,울산시 동구,울산시,11,동구,93
23-Mar,2023,3,202303,울산시 북구,울산시,11,북구,214
23-Mar,2023,3,202303,울산시 울주군,울산시,11,울주군,197
23-Mar,2023,3,202303,울산시 중구,울산시,11,중구,176
23-Mar,2023,3,202303,인천시 강화군,인천시,12,강화군,153
23-Mar,2023,3,202303,인천시 계양구,인천시,12,계양구,268
23-Mar,2023,3,202303,인천시 남동구,인천시,12,남동구,74
23-Mar,2023,3,202303,인천시 동구,인천시,12,동구,693
23-Mar,2023,3,202303,인천시 미추홀구,인천시,12,미추홀구,966
23-Mar,2023,3,202303,인천시 부평구,인천시,12,부평구,593
23-Mar,2023,3,202303,인천시 서구,인천시,12,서구,6
23-Mar,2023,3,202303,인천시 연수구,인천시,12,연수구,31
23-Mar,2023,3,202303,인천시 옹진군,인천시,12,옹진군,12
23-Mar,2023,3,202303,전남 강진군,전남,13,강진군,92
23-Mar,2023,3,202303,전남 고흥군,전남,13,고흥군,147
23-Mar,2023,3,202303,전남 곡성군,전남,13,곡성군,42
23-Mar,2023,3,202303,전남 광양시,전남,13,광양시,173
23-Mar,2023,3,202303,전남 구례군,전남,13,구례군,69
23-Mar,2023,3,202303,전남 나주시,전남,13,나주시,140
23-Mar,2023,3,202303,전남 담양군,전남,13,담양군,70
23-Mar,2023,3,202303,전남 목포시,전남,13,목포시,703
23-Mar,2023,3,202303,전남 무안군,전남,13,무안군,168
23-Mar,2023,3,202303,전남 보성군,전남,13,보성군,88
23-Mar,2023,3,202303,전남 순천시,전남,13,순천시,741
23-Mar,2023,3,202303,전남 신안군,전남,13,신안군,21
23-Mar,2023,3,202303,전남 여수시,전남,13,여수시,586
23-Mar,2023,3,202303,전남 영광군,전남,13,영광군,159
23-Mar,2023,3,202303,전남 영암군,전남,13,영암군,74
23-Mar,2023,3,202303,전남 완도군,전남,13,완도군,81
23-Mar,2023,3,202303,전남 장성군,전남,13,장성군,40
23-Mar,2023,3,202303,전남 장흥군,전남,13,장흥군,98
23-Mar,2023,3,202303,전남 진도군,전남,13,진도군,60
23-Mar,2023,3,202303,전남 함평군,전남,13,함평군,41
23-Mar,2023,3,202303,전남 해남군,전남,13,해남군,282
23-Mar,2023,3,202303,전남 화순군,전남,13,화순군,105
23-Mar,2023,3,202303,전북 고창군,전북,14,고창군,88
23-Mar,2023,3,202303,전북 군산시,전북,14,군산시,719
23-Mar,2023,3,202303,전북 김제시,전북,14,김제시,166
23-Mar,2023,3,202303,전북 남원시,전북,14,남원시,41
23-Mar,2023,3,202303,전북 무주군,전북,14,무주군,14
23-Mar,2023,3,202303,전북 부안군,전북,14,부안군,94
23-Mar,2023,3,202303,전북 순창군,전북,14,순창군,30
23-Mar,2023,3,202303,전북 완주군,전북,14,완주군,76
23-Mar,2023,3,202303,전북 익산시,전북,14,익산시,590
23-Mar,2023,3,202303,전북 임실군,전북,14,임실군,9
23-Mar,2023,3,202303,전북 장수군,전북,14,장수군,15
23-Mar,2023,3,202303,전북 전주시,전북,14,전주시,1800
23-Mar,2023,3,202303,전북 정읍시,전북,14,정읍시,228
23-Mar,2023,3,202303,전북 진안군,전북,14,진안군,60
23-Mar,2023,3,202303,제주도 서귀포시,제주도,15,서귀포시,223
23-Mar,2023,3,202303,제주도 제주시,제주도,15,제주시,815
23-Mar,2023,3,202303,충남 계룡시,충남,16,계룡시,38
23-Mar,2023,3,202303,충남 공주시,충남,16,공주시,140
23-Mar,2023,3,202303,충남 금산군,충남,16,금산군,76
23-Mar,2023,3,202303,충남 논산시,충남,16,논산시,343
23-Mar,2023,3,202303,충남 당진시,충남,16,당진시,149
23-Mar,2023,3,202303,충남 보령시,충남,16,보령시,153
23-Mar,2023,3,202303,충남 부여군,충남,16,부여군,58
23-Mar,2023,3,202303,충남 서천군,충남,16,서천군,94
23-Mar,2023,3,202303,충남 아산시,충남,16,아산시,377
23-Mar,2023,3,202303,충남 예산군,충남,16,예산군,91
23-Mar,2023,3,202303,충남 천안시,충남,16,천안시,98
23-Mar,2023,3,202303,충남 청양군,충남,16,청양군,29
23-Mar,2023,3,202303,충남 태안군,충남,16,태안군,81
23-Mar,2023,3,202303,충남 홍성군,충남,16,홍성군,263
23-Mar,2023,3,202303,충북 괴산군,충북,17,괴산군,69
23-Mar,2023,3,202303,충북 보은군,충북,17,보은군,65
23-Mar,2023,3,202303,충북 영동군,충북,17,영동군,77
23-Mar,2023,3,202303,충북 옥천군,충북,17,옥천군,65
23-Mar,2023,3,202303,충북 음성군,충북,17,음성군,57
23-Mar,2023,3,202303,충북 제천시,충북,17,제천시,334
23-Mar,2023,3,202303,충북 증평군,충북,17,증평군,42
23-Mar,2023,3,202303,충북 진천군,충북,17,진천군,70
23-Mar,2023,3,202303,충북 청주시,충북,17,청주시,946
23-Mar,2023,3,202303,충북 충주시,충북,17,충주시,367
23-Apr,2023,4,202304,강원도 강릉시,강원도,1,강릉시,45
23-Apr,2023,4,202304,강원도 고성군,강원도,1,고성군,15
23-Apr,2023,4,202304,강원도 동해시,강원도,1,동해시,50
23-Apr,2023,4,202304,강원도 삼척시,강원도,1,삼척시,6
23-Apr,2023,4,202304,강원도 속초시,강원도,1,속초시,12
23-Apr,2023,4,202304,강원도 양구군,강원도,1,양구군,3
23-Apr,2023,4,202304,강원도 양양군,강원도,1,양양군,8
23-Apr,2023,4,202304,강원도 영월군,강원도,1,영월군,35
23-Apr,2023,4,202304,강원도 원주시,강원도,1,원주시,121
23-Apr,2023,4,202304,강원도 인제군,강원도,1,인제군,4
23-Apr,2023,4,202304,강원도 정선군,강원도,1,정선군,17
23-Apr,2023,4,202304,강원도 철원군,강원도,1,철원군,7
23-Apr,2023,4,202304,강원도 춘천시,강원도,1,춘천시,141
23-Apr,2023,4,202304,강원도 태백시,강원도,1,태백시,36
23-Apr,2023,4,202304,강원도 평창군,강원도,1,평창군,11
23-Apr,2023,4,202304,강원도 홍천군,강원도,1,홍천군,35
23-Apr,2023,4,202304,강원도 화천군,강원도,1,화천군,1
23-Apr,2023,4,202304,강원도 횡성군,강원도,1,횡성군,55
23-Apr,2023,4,202304,경기도 가평군,경기도,2,가평군,46
23-Apr,2023,4,202304,경기도 고양시,경기도,2,고양시,2457
23-Apr,2023,4,202304,경기도 과천시,경기도,2,과천시,1
23-Apr,2023,4,202304,경기도 광명시,경기도,2,광명시,1608
23-Apr,2023,4,202304,경기도 광주시,경기도,2,광주시,156
23-Apr,2023,4,202304,경기도 구리시,경기도,2,구리시,281
23-Apr,2023,4,202304,경기도 군포시,경기도,2,군포시,458
23-Apr,2023,4,202304,경기도 김포시,경기도,2,김포시,775
23-Apr,2023,4,202304,경기도 남양주시,경기도,2,남양주시,61
23-Apr,2023,4,202304,경기도 동두천시,경기도,2,동두천시,249
23-Apr,2023,4,202304,경기도 부천시,경기도,2,부천시,864
23-Apr,2023,4,202304,경기도 성남시,경기도,2,성남시,536
23-Apr,2023,4,202304,경기도 수원시,경기도,2,수원시,2050
23-Apr,2023,4,202304,경기도 시흥시,경기도,2,시흥시,400
23-Apr,2023,4,202304,경기도 안산시,경기도,2,안산시,366
23-Apr,2023,4,202304,경기도 안성시,경기도,2,안성시,177
23-Apr,2023,4,202304,경기도 안양시,경기도,2,안양시,1630
23-Apr,2023,4,202304,경기도 양주시,경기도,2,양주시,195
23-Apr,2023,4,202304,경기도 양평군,경기도,2,양평군,141
23-Apr,2023,4,202304,경기도 여주시,경기도,2,여주시,174
23-Apr,2023,4,202304,경기도 연천군,경기도,2,연천군,18
23-Apr,2023,4,202304,경기도 오산시,경기도,2,오산시,228
23-Apr,2023,4,202304,경기도 용인시,경기도,2,용인시,826
23-Apr,2023,4,202304,경기도 의왕시,경기도,2,의왕시,80
23-Apr,2023,4,202304,경기도 의정부시,경기도,2,의정부시,768
23-Apr,2023,4,202304,경기도 이천시,경기도,2,이천시,115
23-Apr,2023,4,202304,경기도 파주시,경기도,2,파주시,329
23-Apr,2023,4,202304,경기도 평택시,경기도,2,평택시,506
23-Apr,2023,4,202304,경기도 포천시,경기도,2,포천시,258
23-Apr,2023,4,202304,경기도 하남시,경기도,2,하남시,160
23-Apr,2023,4,202304,경기도 화성시,경기도,2,화성시,195
23-Apr,2023,4,202304,경남 거제시,경남,3,거제시,295
23-Apr,2023,4,202304,경남 거창군,경남,3,거창군,113
23-Apr,2023,4,202304,경남 고성군,경남,3,고성군,104
23-Apr,2023,4,202304,경남 김해시,경남,3,김해시,653
23-Apr,2023,4,202304,경남 남해군,경남,3,남해군,90
23-Apr,2023,4,202304,경남 밀양시,경남,3,밀양시,195
23-Apr,2023,4,202304,경남 사천시,경남,3,사천시,46
23-Apr,2023,4,202304,경남 양산시,경남,3,양산시,347
23-Apr,2023,4,202304,경남 의령군,경남,3,의령군,51
23-Apr,2023,4,202304,경남 진주시,경남,3,진주시,622
23-Apr,2023,4,202304,경남 창녕군,경남,3,창녕군,92
23-Apr,2023,4,202304,경남 창원시,경남,3,창원시,2371
23-Apr,2023,4,202304,경남 통영시,경남,3,통영시,196
23-Apr,2023,4,202304,경남 하동군,경남,3,하동군,73
23-Apr,2023,4,202304,경남 함안군,경남,3,함안군,92
23-Apr,2023,4,202304,경남 함양군,경남,3,함양군,87
23-Apr,2023,4,202304,경남 합천군,경남,3,합천군,60
23-Apr,2023,4,202304,경북 경산시,경북,4,경산시,709
23-Apr,2023,4,202304,경북 경주시,경북,4,경주시,921
23-Apr,2023,4,202304,경북 고령군,경북,4,고령군,52
23-Apr,2023,4,202304,경북 구미시,경북,4,구미시,540
23-Apr,2023,4,202304,경북 김천시,경북,4,김천시,260
23-Apr,2023,4,202304,경북 문경시,경북,4,문경시,232
23-Apr,2023,4,202304,경북 봉화군,경북,4,봉화군,39
23-Apr,2023,4,202304,경북 상주시,경북,4,상주시,334
23-Apr,2023,4,202304,경북 성주군,경북,4,성주군,65
23-Apr,2023,4,202304,경북 안동시,경북,4,안동시,562
23-Apr,2023,4,202304,경북 영덕군,경북,4,영덕군,40
23-Apr,2023,4,202304,경북 영주시,경북,4,영주시,247
23-Apr,2023,4,202304,경북 영천시,경북,4,영천시,225
23-Apr,2023,4,202304,경북 예천군,경북,4,예천군,57
23-Apr,2023,4,202304,경북 울진군,경북,4,울진군,77
23-Apr,2023,4,202304,경북 의성군,경북,4,의성군,124
23-Apr,2023,4,202304,경북 청도군,경북,4,청도군,90
23-Apr,2023,4,202304,경북 청송군,경북,4,청송군,37
23-Apr,2023,4,202304,경북 칠곡군,경북,4,칠곡군,59
23-Apr,2023,4,202304,경북 포항시,경북,4,포항시,1236
23-Apr,2023,4,202304,광주시 광산구,광주시,5,광산구,15
23-Apr,2023,4,202304,광주시 남구,광주시,5,남구,44
23-Apr,2023,4,202304,광주시 동구,광주시,5,동구,38
23-Apr,2023,4,202304,광주시 북구,광주시,5,북구,16
23-Apr,2023,4,202304,광주시 서구,광주시,5,서구,49
23-Apr,2023,4,202304,대구시 군위군,대구시,6,군위군,46
23-Apr,2023,4,202304,대구시 남구,대구시,6,남구,16
23-Apr,2023,4,202304,대구시 달서구,대구시,6,달서구,13
23-Apr,2023,4,202304,대구시 달성군,대구시,6,달성군,2
23-Apr,2023,4,202304,대구시 동구,대구시,6,동구,235
23-Apr,2023,4,202304,대구시 북구,대구시,6,북구,170
23-Apr,2023,4,202304,대구시 서구,대구시,6,서구,42
23-Apr,2023,4,202304,대구시 수성구,대구시,6,수성구,28
23-Apr,2023,4,202304,대구시 중구,대구시,6,중구,6
23-Apr,2023,4,202304,대전시 대덕구,대전시,7,대덕구,12
23-Apr,2023,4,202304,대전시 동구,대전시,7,동구,74
23-Apr,2023,4,202304,대전시 서구,대전시,7,서구,85
23-Apr,2023,4,202304,대전시 유성구,대전시,7,유성구,29
23-Apr,2023,4,202304,대전시 중구,대전시,7,중구,39
23-Apr,2023,4,202304,부산시 강서구,부산시,8,강서구,16
23-Apr,2023,4,202304,부산시 금정구,부산시,8,금정구,1021
23-Apr,2023,4,202304,부산시 기장군,부산시,8,기장군,312
23-Apr,2023,4,202304,부산시 남구,부산시,8,남구,514
23-Apr,2023,4,202304,부산시 동구,부산시,8,동구,54
23-Apr,2023,4,202304,부산시 동래구,부산시,8,동래구,416
23-Apr,2023,4,202304,부산시 부산진구,부산시,8,부산진구,72
23-Apr,2023,4,202304,부산시 북구,부산시,8,북구,499
23-Apr,2023,4,202304,부산시 사상구,부산시,8,사상구,63
23-Apr,2023,4,202304,부산시 사하구,부산시,8,사하구,452
23-Apr,2023,4,202304,부산시 서구,부산시,8,서구,29
23-Apr,2023,4,202304,부산시 수영구,부산시,8,수영구,250
23-Apr,2023,4,202304,부산시 연제구,부산시,8,연제구,72
23-Apr,2023,4,202304,부산시 영도구,부산시,8,영도구,321
23-Apr,2023,4,202304,부산시 중구,부산시,8,중구,19
23-Apr,2023,4,202304,부산시 진구,부산시,8,진구,127
23-Apr,2023,4,202304,부산시 해운대구,부산시,8,해운대구,254
23-Apr,2023,4,202304,서울시 강남구,서울시,9,강남구,30
23-Apr,2023,4,202304,서울시 강동구,서울시,9,강동구,169
23-Apr,2023,4,202304,서울시 강북구,서울시,9,강북구,426
23-Apr,2023,4,202304,서울시 강서구,서울시,9,강서구,350
23-Apr,2023,4,202304,서울시 관악구,서울시,9,관악구,444
23-Apr,2023,4,202304,서울시 광진구,서울시,9,광진구,123
23-Apr,2023,4,202304,서울시 구로구,서울시,9,구로구,309
23-Apr,2023,4,202304,서울시 금천구,서울시,9,금천구,141
23-Apr,2023,4,202304,서울시 노원구,서울시,9,노원구,952
23-Apr,2023,4,202304,서울시 도봉구,서울시,9,도봉구,498
23-Apr,2023,4,202304,서울시 동대문구,서울시,9,동대문구,394
23-Apr,2023,4,202304,서울시 동작구,서울시,9,동작구,107
23-Apr,2023,4,202304,서울시 마포구,서울시,9,마포구,172
23-Apr,2023,4,202304,서울시 서대문구,서울시,9,서대문구,161
23-Apr,2023,4,202304,서울시 서초구,서울시,9,서초구,75
23-Apr,2023,4,202304,서울시 성동구,서울시,9,성동구,255
23-Apr,2023,4,202304,서울시 성북구,서울시,9,성북구,306
23-Apr,2023,4,202304,서울시 송파구,서울시,9,송파구,361
23-Apr,2023,4,202304,서울시 양천구,서울시,9,양천구,434
23-Apr,2023,4,202304,서울시 영등포구,서울시,9,영등포구,787
23-Apr,2023,4,202304,서울시 용산구,서울시,9,용산구,139
23-Apr,2023,4,202304,서울시 은평구,서울시,9,은평구,264
23-Apr,2023,4,202304,서울시 종로구,서울시,9,종로구,1954
23-Apr,2023,4,202304,서울시 중구,서울시,9,중구,144
23-Apr,2023,4,202304,서울시 중랑구,서울시,9,중랑구,395
23-Apr,2023,4,202304,세종 세종시,세종,10,세종시,124
23-Apr,2023,4,202304,울산시 남구,울산시,11,남구,1868
23-Apr,2023,4,202304,울산시 동구,울산시,11,동구,92
23-Apr,2023,4,202304,울산시 북구,울산시,11,북구,212
23-Apr,2023,4,202304,울산시 울주군,울산시,11,울주군,192
23-Apr,2023,4,202304,울산시 중구,울산시,11,중구,176
23-Apr,2023,4,202304,인천시 강화군,인천시,12,강화군,124
23-Apr,2023,4,202304,인천시 계양구,인천시,12,계양구,413
23-Apr,2023,4,202304,인천시 남동구,인천시,12,남동구,78
23-Apr,2023,4,202304,인천시 동구,인천시,12,동구,890
23-Apr,2023,4,202304,인천시 미추홀구,인천시,12,미추홀구,1059
23-Apr,2023,4,202304,인천시 부평구,인천시,12,부평구,962
23-Apr,2023,4,202304,인천시 서구,인천시,12,서구,8
23-Apr,2023,4,202304,인천시 연수구,인천시,12,연수구,181
23-Apr,2023,4,202304,인천시 옹진군,인천시,12,옹진군,12
23-Apr,2023,4,202304,전남 강진군,전남,13,강진군,101
23-Apr,2023,4,202304,전남 고흥군,전남,13,고흥군,144
23-Apr,2023,4,202304,전남 곡성군,전남,13,곡성군,42
23-Apr,2023,4,202304,전남 광양시,전남,13,광양시,173
23-Apr,2023,4,202304,전남 구례군,전남,13,구례군,74
23-Apr,2023,4,202304,전남 나주시,전남,13,나주시,253
23-Apr,2023,4,202304,전남 담양군,전남,13,담양군,66
23-Apr,2023,4,202304,전남 목포시,전남,13,목포시,750
23-Apr,2023,4,202304,전남 무안군,전남,13,무안군,221
23-Apr,2023,4,202304,전남 보성군,전남,13,보성군,61
23-Apr,2023,4,202304,전남 순천시,전남,13,순천시,947
23-Apr,2023,4,202304,전남 신안군,전남,13,신안군,28
23-Apr,2023,4,202304,전남 여수시,전남,13,여수시,545
23-Apr,2023,4,202304,전남 영광군,전남,13,영광군,148
23-Apr,2023,4,202304,전남 영암군,전남,13,영암군,67
23-Apr,2023,4,202304,전남 완도군,전남,13,완도군,77
23-Apr,2023,4,202304,전남 장성군,전남,13,장성군,38
23-Apr,2023,4,202304,전남 장흥군,전남,13,장흥군,102
23-Apr,2023,4,202304,전남 진도군,전남,13,진도군,54
23-Apr,2023,4,202304,전남 함평군,전남,13,함평군,29
23-Apr,2023,4,202304,전남 해남군,전남,13,해남군,311
23-Apr,2023,4,202304,전남 화순군,전남,13,화순군,105
23-Apr,2023,4,202304,전북 고창군,전북,14,고창군,114
23-Apr,2023,4,202304,전북 군산시,전북,14,군산시,711
23-Apr,2023,4,202304,전북 김제시,전북,14,김제시,143
23-Apr,2023,4,202304,전북 남원시,전북,14,남원시,192
23-Apr,2023,4,202304,전북 무주군,전북,14,무주군,31
23-Apr,2023,4,202304,전북 부안군,전북,14,부안군,81
23-Apr,2023,4,202304,전북 순창군,전북,14,순창군,31
23-Apr,2023,4,202304,전북 완주군,전북,14,완주군,86
23-Apr,2023,4,202304,전북 익산시,전북,14,익산시,597
23-Apr,2023,4,202304,전북 임실군,전북,14,임실군,21
23-Apr,2023,4,202304,전북 장수군,전북,14,장수군,31
